"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Total Population:","Total Population: Male","Total Population: Female","Total Population:","Total Population: Under 5 Years","Total Population: 5 to 9 Years","Total Population: 10 to 14 Years","Total Population: 15 to 17 Years","Total Population: 18 to 24 Years","Total Population: 25 to 34 Years","Total Population: 35 to 44 Years","Total Population: 45 to 54 Years","Total Population: 55 to 64 Years","Total Population: 65 to 74 Years","Total Population: 75 to 84 Years","Total Population: 85 Years and Over","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","Households:","Households: Family Households","Households: Family Households: Married-Couple Family","Households: Family Households: Other Family","Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present","Households: Nonfamily Households","Households: Nonfamily Households: Male Householder","Households: Nonfamily Households: Female Householder","Median Household Income (In 2017 Inflation Adjusted Dollars)","Housing Units","Occupied Housing Units:","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied","Population for Whom Poverty Status Is Determined:","Population for Whom Poverty Status Is Determined: Under 1.00 (Doing Poorly)","Population for Whom Poverty Status Is Determined: 1.00 to 1.99 (Struggling)","Population for Whom Poverty Status Is Determined: Under 2.00 (Poor or Struggling)","Population for Whom Poverty Status Is Determined: 2.00 and Over (Doing Ok)"
"32003000526","Census Tract 5.26, Clark County, Nevada","Census Tract 5.26, Clark County, Nevada","nv","140","00","ACSSF","0000360",,,,,"32","003",,,,"000526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003000526",,,"646624","0",2869,2869,11491.49,0.249662932801233,2869,1493,1376,2869,250,236,305,120,279,424,431,247,357,101,74,45,2869,1178,75,27,0,95,1264,230,761,582,318,264,107,157,179,129,50,48958,834,761,379,382,2858,601,789,1390,1468
"32003000527","Census Tract 5.27, Clark County, Nevada","Census Tract 5.27, Clark County, Nevada","nv","140","00","ACSSF","0000361",,,,,"32","003",,,,"000527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003000527",,,"766167","0",4051,4051,13694.2,0.295818745106155,4051,1922,2129,4051,322,310,469,276,350,549,588,500,419,161,99,8,4051,2355,443,0,171,0,1048,34,960,826,503,323,109,214,134,65,69,42404,1025,960,520,440,4051,831,1247,2078,1973
"32003000528","Census Tract 5.28, Clark County, Nevada","Census Tract 5.28, Clark County, Nevada","nv","140","00","ACSSF","0000362",,,,,"32","003",,,,"000528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003000528",,,"584321","0",3469,3469,15376.25,0.225607608992783,3469,1657,1812,3469,309,430,373,184,382,529,582,336,200,94,45,5,3469,2148,474,39,48,58,598,104,1049,737,370,367,82,285,312,163,149,30680,1194,1049,256,793,3431,1186,1314,2500,931
"32003000600","Census Tract 6, Clark County, Nevada","Census Tract 6, Clark County, Nevada","nv","140","00","ACSSF","0000363",,,,,"32","003",,,,"000600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003000600",,,"640655","0",2371,2371,9585.286,0.247358288918713,2371,1288,1083,2371,52,130,114,68,152,373,260,264,704,197,50,7,2371,1003,341,9,238,0,566,214,1139,294,163,131,37,94,845,585,260,18678,1547,1139,122,1017,2349,710,1191,1901,448
"32003000700","Census Tract 7, Clark County, Nevada","Census Tract 7, Clark County, Nevada","nv","140","00","ACSSF","0000364",,,,,"32","003",,,,"000700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003000700",,,"1478747","0",4202,4202,7359.697,0.570947432961079,4202,3338,864,4202,8,7,11,39,776,1347,767,685,327,137,58,40,4202,1799,1495,48,74,24,509,253,679,97,54,43,25,18,582,468,114,19461,1429,679,50,629,1081,320,299,619,462
"32003000800","Census Tract 8, Clark County, Nevada","Census Tract 8, Clark County, Nevada","nv","140","00","ACSSF","0000365",,,,,"32","003",,,,"000800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003000800",,,"718651","0",2107,2107,7593.54,0.277472714159293,2107,1349,758,2107,88,101,102,48,143,285,203,250,358,373,125,31,2107,957,392,29,228,27,286,188,1293,252,95,157,48,109,1041,808,233,19765,1516,1293,72,1221,2107,639,735,1374,733
"32003000900","Census Tract 9, Clark County, Nevada","Census Tract 9, Clark County, Nevada","nv","140","00","ACSSF","0000366",,,,,"32","003",,,,"000900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003000900",,,"710447","0",1359,1359,4954.337,0.274305131915669,1359,842,517,1359,14,26,13,0,41,335,298,209,281,102,36,4,1359,938,133,0,103,0,131,54,1010,139,128,11,5,6,871,622,249,41765,1443,1010,95,915,1359,218,337,555,804
"32003001003","Census Tract 10.03, Clark County, Nevada","Census Tract 10.03, Clark County, Nevada","nv","140","00","ACSSF","0000367",,,,,"32","003",,,,"001003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001003",,,"2590654","0",3897,3897,3895.998,1.00025714404854,3897,1754,2143,3897,102,262,153,183,455,632,367,629,418,433,181,82,3897,2254,373,0,203,0,557,510,1314,786,512,274,86,188,528,227,301,46546,1620,1314,606,708,3866,717,882,1599,2267
"32003001004","Census Tract 10.04, Clark County, Nevada","Census Tract 10.04, Clark County, Nevada","nv","140","00","ACSSF","0000368",,,,,"32","003",,,,"001004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001004",,,"2796864","0",7330,7330,6787.821,1.07987527355339,7330,3912,3418,7330,425,440,457,251,416,941,1022,1079,789,905,359,246,7330,3852,846,0,677,44,1596,315,3117,1528,967,561,185,376,1589,816,773,38325,3278,3117,705,2412,7260,1576,1963,3539,3721
"32003001005","Census Tract 10.05, Clark County, Nevada","Census Tract 10.05, Clark County, Nevada","nv","140","00","ACSSF","0000369",,,,,"32","003",,,,"001005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001005",,,"3289387","0",1620,1620,1275.551,1.27003947508637,1620,833,787,1620,135,108,63,27,59,187,221,207,243,179,120,71,1620,1300,114,0,56,0,94,56,606,397,309,88,45,43,209,125,84,80833,656,606,531,75,1609,94,157,251,1358
"32003001006","Census Tract 10.06, Clark County, Nevada","Census Tract 10.06, Clark County, Nevada","nv","140","00","ACSSF","0000370",,,,,"32","003",,,,"001006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001006",,,"2245909","0",3772,3772,4349.88,0.86715034973135,3772,1900,1872,3772,138,52,158,146,321,499,345,711,539,462,231,170,3772,2606,659,10,189,0,131,177,1629,814,537,277,84,193,815,386,429,65988,1953,1629,1016,613,3772,491,450,941,2831
"32003001100","Census Tract 11, Clark County, Nevada","Census Tract 11, Clark County, Nevada","nv","140","00","ACSSF","0000371",,,,,"32","003",,,,"001100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001100",,,"1348688","0",2626,2626,5042.907,0.520731370183955,2626,1587,1039,2626,114,144,153,119,203,394,249,441,477,169,142,21,2626,1213,496,20,420,0,413,64,1353,466,231,235,119,116,887,633,254,20485,2044,1353,59,1294,2626,1148,726,1874,752
"32003001200","Census Tract 12, Clark County, Nevada","Census Tract 12, Clark County, Nevada","nv","140","00","ACSSF","0000372",,,,,"32","003",,,,"001200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001200",,,"1819228","0",3577,3577,5092.483,0.702407887604112,3577,1987,1590,3577,144,211,290,118,195,556,489,465,534,309,174,92,3577,2180,261,48,261,0,697,130,1418,651,435,216,58,158,767,414,353,34000,1812,1418,635,783,3577,1105,1062,2167,1410
"32003001300","Census Tract 13, Clark County, Nevada","Census Tract 13, Clark County, Nevada","nv","140","00","ACSSF","0000373",,,,,"32","003",,,,"001300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001300",,,"1786484","0",5399,5399,7827.299,0.689765357986215,5399,2799,2600,5399,534,383,356,47,564,797,774,956,520,318,112,38,5399,3186,151,31,163,122,1476,270,1602,1050,651,399,166,233,552,332,220,52391,1737,1602,910,692,5384,851,1671,2522,2862
"32003001401","Census Tract 14.01, Clark County, Nevada","Census Tract 14.01, Clark County, Nevada","nv","140","00","ACSSF","0000374",,,,,"32","003",,,,"001401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001401",,,"1118383","0",2992,2992,6928.972,0.431810108772705,2992,1621,1371,2992,182,203,185,82,246,294,452,334,426,401,158,29,2992,1584,78,9,253,0,946,122,1157,450,236,214,90,124,707,424,283,27154,1403,1157,434,723,2992,993,849,1842,1150
"32003001402","Census Tract 14.02, Clark County, Nevada","Census Tract 14.02, Clark County, Nevada","nv","140","00","ACSSF","0000375",,,,,"32","003",,,,"001402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001402",,,"1746950","0",4656,4656,6902.879,0.674501194600129,4656,2327,2329,4656,193,475,306,209,427,685,545,818,554,254,158,32,4656,2482,197,28,189,0,1675,85,1143,878,704,174,32,142,265,124,141,43483,1189,1143,679,464,4595,1266,1425,2691,1904
"32003001501","Census Tract 15.01, Clark County, Nevada","Census Tract 15.01, Clark County, Nevada","nv","140","00","ACSSF","0000376",,,,,"32","003",,,,"001501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001501",,,"1009466","0",3006,3006,7712.498,0.389757018179235,3006,1521,1485,3006,252,95,107,51,240,294,394,562,491,265,247,8,3006,1047,708,46,85,71,882,167,1586,554,265,289,65,224,1032,498,534,21553,1785,1586,191,1395,3006,946,1004,1950,1056
"32003001502","Census Tract 15.02, Clark County, Nevada","Census Tract 15.02, Clark County, Nevada","nv","140","00","ACSSF","0000377",,,,,"32","003",,,,"001502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001502",,,"1351610","0",3711,3711,7111.108,0.521859560739278,3711,1964,1747,3711,157,352,131,80,168,414,271,450,754,585,274,75,3711,2321,248,187,75,8,847,25,1717,873,622,251,64,187,844,511,333,29497,2001,1717,870,847,3711,786,1147,1933,1778
"32003001607","Census Tract 16.07, Clark County, Nevada","Census Tract 16.07, Clark County, Nevada","nv","140","00","ACSSF","0000378",,,,,"32","003",,,,"001607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001607",,,"1448736","0",4199,4199,7506.792,0.559360120587431,4199,1880,2319,4199,241,361,280,83,504,353,501,724,595,336,208,13,4199,2550,598,117,249,145,366,174,1761,785,522,263,98,165,976,486,490,31274,2463,1761,569,1192,4062,1057,1386,2443,1619
"32003001608","Census Tract 16.08, Clark County, Nevada","Census Tract 16.08, Clark County, Nevada","nv","140","00","ACSSF","0000379",,,,,"32","003",,,,"001608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001608",,,"1288439","0",1701,1701,3419.308,0.497469100242936,1701,817,884,1701,80,56,112,37,220,144,207,290,196,216,115,28,1701,820,134,0,133,75,468,71,615,333,171,162,62,100,282,107,175,32270,834,615,287,328,1681,429,439,868,813
"32003001609","Census Tract 16.09, Clark County, Nevada","Census Tract 16.09, Clark County, Nevada","nv","140","00","ACSSF","0000380",,,,,"32","003",,,,"001609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001609",,,"1313211","0",4581,4581,9034.903,0.507033623321807,4581,2043,2538,4581,264,242,352,167,449,479,811,838,472,317,123,67,4581,2412,218,83,334,0,1419,115,1185,831,562,269,149,120,354,211,143,55417,1227,1185,790,395,4546,1118,949,2067,2479
"32003001610","Census Tract 16.10, Clark County, Nevada","Census Tract 16.10, Clark County, Nevada","nv","140","00","ACSSF","0000381",,,,,"32","003",,,,"001610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001610",,,"1186536","0",2957,2957,6454.583,0.458124130304851,2957,1476,1481,2957,162,216,299,135,329,328,383,436,361,228,57,23,2957,1563,12,111,180,2,1001,88,814,621,391,230,66,164,193,142,51,56333,859,814,600,214,2948,530,956,1486,1462
"32003001611","Census Tract 16.11, Clark County, Nevada","Census Tract 16.11, Clark County, Nevada","nv","140","00","ACSSF","0000382",,,,,"32","003",,,,"001611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001611",,,"1452982","0",4247,4247,7570.417,0.560999510422442,4247,2155,2092,4247,283,265,236,91,347,743,448,587,636,439,155,17,4247,2412,368,53,151,7,1125,131,1550,978,646,332,51,281,572,244,328,37218,1661,1550,934,616,4247,810,907,1717,2530
"32003001612","Census Tract 16.12, Clark County, Nevada","Census Tract 16.12, Clark County, Nevada","nv","140","00","ACSSF","0000383",,,,,"32","003",,,,"001612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001612",,,"1276359","0",6964,6964,14131.35,0.492804985969047,6964,3671,3293,6964,601,226,551,207,918,1310,620,1062,597,403,347,122,6964,3619,1184,0,320,49,1529,263,3032,1553,825,728,303,425,1479,784,695,26902,3482,3032,911,2121,6964,1525,3049,4574,2390
"32003001613","Census Tract 16.13, Clark County, Nevada","Census Tract 16.13, Clark County, Nevada","nv","140","00","ACSSF","0000384",,,,,"32","003",,,,"001613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001613",,,"1267862","0",4006,4006,8183.455,0.48952427578815,4006,2026,1980,4006,270,166,381,247,466,675,679,540,330,138,97,17,4006,2272,374,0,45,0,1207,108,1312,904,519,385,90,295,408,180,228,42432,1352,1312,607,705,3891,691,988,1679,2212
"32003001706","Census Tract 17.06, Clark County, Nevada","Census Tract 17.06, Clark County, Nevada","nv","140","00","ACSSF","0000385",,,,,"32","003",,,,"001706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001706",,,"1953339","0",3265,3265,4329.157,0.7541884363943,3265,1615,1650,3265,129,118,83,135,209,294,318,442,553,526,361,97,3265,2094,381,0,489,0,253,48,1457,804,509,295,76,219,653,322,331,42102,1802,1457,849,608,3255,593,475,1068,2187
"32003001707","Census Tract 17.07, Clark County, Nevada","Census Tract 17.07, Clark County, Nevada","nv","140","00","ACSSF","0000386",,,,,"32","003",,,,"001707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001707",,,"985867","0",1560,1560,4098.303,0.380645392951628,1560,832,728,1560,86,84,47,53,101,119,143,244,291,272,57,63,1560,913,61,9,135,79,338,25,715,316,217,99,6,93,399,215,184,35346,882,715,478,237,1560,331,546,877,683
"32003001708","Census Tract 17.08, Clark County, Nevada","Census Tract 17.08, Clark County, Nevada","nv","140","00","ACSSF","0000387",,,,,"32","003",,,,"001708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001708",,,"986613","0",3176,3176,8337.415,0.380933425174171,3176,1632,1544,3176,209,100,276,57,241,392,406,357,527,290,252,69,3176,1935,124,87,96,0,878,56,1123,523,271,252,91,161,600,307,293,50505,1279,1123,775,348,3150,682,484,1166,1984
"32003001709","Census Tract 17.09, Clark County, Nevada","Census Tract 17.09, Clark County, Nevada","nv","140","00","ACSSF","0000388",,,,,"32","003",,,,"001709",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001709",,,"1039153","0",1706,1706,4252.04,0.401219233448186,1706,953,753,1706,170,72,93,49,110,121,225,245,286,237,84,14,1706,1356,98,0,36,21,132,63,578,410,279,131,57,74,168,110,58,53929,626,578,457,121,1702,358,277,635,1067
"32003001710","Census Tract 17.10, Clark County, Nevada","Census Tract 17.10, Clark County, Nevada","nv","140","00","ACSSF","0000389",,,,,"32","003",,,,"001710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001710",,,"1446048","0",4255,4255,7621.046,0.558322277941056,4255,2161,2094,4255,270,245,236,116,458,687,600,516,545,330,173,79,4255,1850,481,37,326,120,1096,345,1486,798,527,271,130,141,688,406,282,37310,1638,1486,521,965,4193,648,944,1592,2601
"32003001711","Census Tract 17.11, Clark County, Nevada","Census Tract 17.11, Clark County, Nevada","nv","140","00","ACSSF","0000390",,,,,"32","003",,,,"001711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001711",,,"1209784","0",3826,3826,8190.961,0.467100233669036,3826,1936,1890,3826,142,225,144,61,453,619,389,322,446,244,341,440,3826,2362,380,0,302,53,644,85,1893,713,407,306,109,197,1180,631,549,31930,2306,1893,263,1630,3826,1033,969,2002,1824
"32003001712","Census Tract 17.12, Clark County, Nevada","Census Tract 17.12, Clark County, Nevada","nv","140","00","ACSSF","0000391",,,,,"32","003",,,,"001712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001712",,,"1535349","0",4184,4184,7058.011,0.592801588269907,4184,1809,2375,4184,279,89,197,69,395,522,449,527,748,381,339,189,4184,2510,583,6,138,0,758,189,1572,940,622,318,66,252,632,208,424,50365,1856,1572,855,717,4156,673,1007,1680,2476
"32003001713","Census Tract 17.13, Clark County, Nevada","Census Tract 17.13, Clark County, Nevada","nv","140","00","ACSSF","0000392",,,,,"32","003",,,,"001713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001713",,,"1420130","0",3304,3304,6025.73,0.548315281769645,3304,1576,1728,3304,184,235,249,25,229,427,482,245,553,426,194,55,3304,2192,139,0,55,46,719,153,1060,744,615,129,43,86,316,148,168,54125,1179,1060,782,278,3304,314,840,1154,2150
"32003001714","Census Tract 17.14, Clark County, Nevada","Census Tract 17.14, Clark County, Nevada","nv","140","00","ACSSF","0000393",,,,,"32","003",,,,"001714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001714",,,"1273819","0",3822,3822,7771.068,0.49182428644457,3822,1955,1867,3822,399,359,162,126,303,524,336,404,705,224,225,55,3822,2508,506,53,234,0,468,53,1004,761,604,157,69,88,243,135,108,63413,1171,1004,735,269,3733,332,748,1080,2653
"32003001715","Census Tract 17.15, Clark County, Nevada","Census Tract 17.15, Clark County, Nevada","nv","140","00","ACSSF","0000394",,,,,"32","003",,,,"001715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001715",,,"674719","0",2651,2651,10176.17,0.260510473407599,2651,1197,1454,2651,154,151,191,83,384,349,469,394,207,152,90,27,2651,1261,232,0,10,35,949,164,824,555,264,291,85,206,269,172,97,52296,855,824,412,412,2645,276,878,1154,1491
"32003001716","Census Tract 17.16, Clark County, Nevada","Census Tract 17.16, Clark County, Nevada","nv","140","00","ACSSF","0000395",,,,,"32","003",,,,"001716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001716",,,"827207","0",1760,1760,5510.566,0.319386421867592,1760,1029,731,1760,91,71,174,52,250,188,178,322,210,160,55,9,1760,1050,56,0,46,12,550,46,494,361,279,82,28,54,133,76,57,59750,532,494,365,129,1760,375,464,839,921
"32003001717","Census Tract 17.17, Clark County, Nevada","Census Tract 17.17, Clark County, Nevada","nv","140","00","ACSSF","0000396",,,,,"32","003",,,,"001717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001717",,,"1384586","0",1347,1347,2519.68,0.534591666061773,1347,607,740,1347,18,28,34,52,70,147,208,153,155,284,113,85,1347,1161,24,0,114,0,7,41,484,339,284,55,6,49,145,69,76,100658,553,484,446,38,1341,91,117,208,1133
"32003001718","Census Tract 17.18, Clark County, Nevada","Census Tract 17.18, Clark County, Nevada","nv","140","00","ACSSF","0000397",,,,,"32","003",,,,"001718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001718",,,"716690","0",2650,2650,9576.62,0.276715567794136,2650,1521,1129,2650,235,249,190,131,327,366,378,307,271,121,67,8,2650,1041,198,9,33,135,1122,112,800,527,270,257,98,159,273,163,110,33359,928,800,235,565,2616,793,717,1510,1106
"32003001801","Census Tract 18.01, Clark County, Nevada","Census Tract 18.01, Clark County, Nevada","nv","140","00","ACSSF","0000398",,,,,"32","003",,,,"001801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001801",,,"2046851","0",6591,6591,8339.938,0.790293622982037,6591,3331,3260,6591,430,381,307,210,415,1131,760,907,888,593,421,148,6591,3974,504,16,177,0,1368,552,2473,1373,778,595,156,439,1100,658,442,39518,2955,2473,1299,1174,6563,1395,2181,3576,2987
"32003001803","Census Tract 18.03, Clark County, Nevada","Census Tract 18.03, Clark County, Nevada","nv","140","00","ACSSF","0000399",,,,,"32","003",,,,"001803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001803",,,"955529","0",2811,2811,7619.294,0.368931825166758,2811,1560,1251,2811,190,158,172,109,259,353,460,382,417,175,75,61,2811,1311,211,0,87,0,1143,59,1036,550,330,220,111,109,486,357,129,50833,1176,1036,478,558,2803,485,743,1228,1575
"32003001804","Census Tract 18.04, Clark County, Nevada","Census Tract 18.04, Clark County, Nevada","nv","140","00","ACSSF","0000400",,,,,"32","003",,,,"001804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001804",,,"976835","0",3674,3674,9741.272,0.377158118107111,3674,2111,1563,3674,238,210,170,128,384,491,687,715,291,187,154,19,3674,1619,223,56,230,0,1435,111,1364,718,314,404,197,207,646,447,199,35048,1560,1364,438,926,3664,782,1259,2041,1623
"32003001901","Census Tract 19.01, Clark County, Nevada","Census Tract 19.01, Clark County, Nevada","nv","140","00","ACSSF","0000401",,,,,"32","003",,,,"001901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001901",,,"1351680","0",5210,5210,9983.012,0.521886587891527,5210,2737,2473,5210,396,268,402,75,713,880,521,913,506,458,49,29,5210,3030,485,0,500,30,1071,94,1901,928,458,470,119,351,973,498,475,30438,2271,1901,307,1594,5168,966,2100,3066,2102
"32003001902","Census Tract 19.02, Clark County, Nevada","Census Tract 19.02, Clark County, Nevada","nv","140","00","ACSSF","0000402",,,,,"32","003",,,,"001902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003001902",,,"1302954","0",4336,4336,8619.021,0.503073373312927,4336,2300,2036,4336,247,150,173,172,616,647,628,810,379,220,212,82,4336,3181,240,11,226,25,426,227,1376,859,439,420,239,181,517,325,192,43065,1696,1376,578,798,4327,783,1062,1845,2482
"32003002000","Census Tract 20, Clark County, Nevada","Census Tract 20, Clark County, Nevada","nv","140","00","ACSSF","0000403",,,,,"32","003",,,,"002000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002000",,,"2575744","0",4263,4263,4286.575,0.994500360619431,4263,2186,2077,4263,154,284,61,17,301,650,756,873,604,351,200,12,4263,2529,1000,121,191,0,302,120,2302,915,565,350,57,293,1387,859,528,39707,3743,2302,638,1664,4263,998,980,1978,2285
"32003002201","Census Tract 22.01, Clark County, Nevada","Census Tract 22.01, Clark County, Nevada","nv","140","00","ACSSF","0000404",,,,,"32","003",,,,"002201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002201",,,"3372852","0",5036,5036,3867.107,1.30226549312198,5036,2614,2422,5036,329,237,244,132,612,511,531,590,718,777,288,67,5036,2891,641,27,202,21,1052,202,2073,971,474,497,177,320,1102,653,449,25194,2244,2073,377,1696,5036,1687,1541,3228,1808
"32003002203","Census Tract 22.03, Clark County, Nevada","Census Tract 22.03, Clark County, Nevada","nv","140","00","ACSSF","0000405",,,,,"32","003",,,,"002203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002203",,,"975555","0",5239,5239,13908.95,0.376663907323123,5239,2693,2546,5239,370,569,597,273,588,762,721,553,341,350,85,30,5239,1882,443,44,563,0,2041,266,1494,1126,413,713,254,459,368,236,132,35700,1632,1494,391,1103,5239,1387,2279,3666,1573
"32003002204","Census Tract 22.04, Clark County, Nevada","Census Tract 22.04, Clark County, Nevada","nv","140","00","ACSSF","0000406",,,,,"32","003",,,,"002204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002204",,,"672066","0",4717,4717,18178.23,0.259486144337348,4717,2532,2185,4717,522,555,567,176,453,826,770,377,328,68,54,21,4717,2238,380,158,127,129,1640,45,1295,927,313,614,235,379,368,236,132,28160,1626,1295,172,1123,4717,1876,1751,3627,1090
"32003002206","Census Tract 22.06, Clark County, Nevada","Census Tract 22.06, Clark County, Nevada","nv","140","00","ACSSF","0000407",,,,,"32","003",,,,"002206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002206",,,"1129643","0",3354,3354,7689.88,0.436157619263101,3354,1995,1359,3354,259,198,176,82,250,565,396,492,518,244,132,42,3354,1523,225,186,578,26,714,102,1275,811,466,345,191,154,464,307,157,35417,1428,1275,356,919,3354,778,1159,1937,1417
"32003002207","Census Tract 22.07, Clark County, Nevada","Census Tract 22.07, Clark County, Nevada","nv","140","00","ACSSF","0000408",,,,,"32","003",,,,"002207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002207",,,"427882","0",4144,4144,25083.81,0.165206170839402,4144,2194,1950,4144,319,649,452,192,368,672,565,489,332,98,8,0,4144,1750,480,0,48,0,1610,256,1397,842,373,469,110,359,555,358,197,26703,1600,1397,0,1397,4144,1968,1456,3424,720
"32003002302","Census Tract 23.02, Clark County, Nevada","Census Tract 23.02, Clark County, Nevada","nv","140","00","ACSSF","0000409",,,,,"32","003",,,,"002302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002302",,,"3197206","0",670,670,542.7526,1.23444819049355,670,426,244,670,16,10,9,0,34,131,182,106,41,106,31,4,670,505,40,0,73,0,35,17,414,152,112,40,22,18,262,199,63,57404,2217,414,134,280,666,72,67,139,527
